org_type,district_id,name,address,city,state_abbr,zip,phone,grade_low,grade_high,lea_type_code,state_fips,website,school_count,total_enrollment,diocese_code,primary_state,states,dio_website
district,0602354,California Pacific Charter- Los Angeles District,940 South Coast Dr. #185,Costa Mesa,CA,92626,(855)225-7227,KG,12,7,06,http://www.cal-pacs.org,1,0,,,,
district,0602356,Lighthouse Community Charter High District,444 Hegenberger Rd.,Oakland,CA,94621,(510)562-8225,09,12,7,06,http://www.lighthousecharter.org,1,0,,,,
district,0602357,Connect Community Charter District,635 Oakside Ave.,Redwood City,CA,94063,(650)482-2426,KG,08,7,06,http://www.connectrwc.org,1,0,,,,
district,0602358,Manzanita Middle District,461 33rd St.,Richmond,CA,94804,(510)222-3500,06,08,7,06,http://www.manzy.org,1,0,,,,
district,0602359,Options for Youth-victor Valley Charter District,14120 Bear Valley Rd.,Victorville,CA,92392,(760)241-8300,07,12,7,06,http://www.ofy.org,1,0,,,,
district,0602360,Alview-dairyland Union Elementary,12861 Avenue 18 1/2,Chowchilla,CA,93610,(559)665-2394,KG,08,1,06,http://www.adusd.k12.ca.us,2,0,,,,
district,0602361,Academia Moderna District,2410 Broadway,Walnut Park,CA,90255,(323)923-0383,KG,05,7,06,http://academiamoderna.org/,1,0,,,,
district,0602362,Alliance Patti and Peter Neuwirth Leadership Acad Dist,4610 South Main St.,Los Angeles,CA,90037,(213)342-2874,09,12,7,06,http://www.neuwirthleadership.org,1,0,,,,
district,0602363,Great Valley Academy District,3200 Tully Rd.,Modesto,CA,95350,(209)576-2283,KG,08,7,06,http://www.greatvalleyacademy.com,1,0,,,,
district,0602364,Darnall Charter District,6020 Hughes St.,San Diego,CA,92115,(619)582-1822,KG,08,7,06,http://www.darnallcharter.org/,1,0,,,,
district,0602365,Mountain Home Charter (alternative) District,41267 Highway 41,Oakhurst,CA,93644,(559)642-1422,KG,08,7,06,http://www.mountainhomecharter.org,1,0,,,,
district,0602366,Jcs - Pine Valley District,28876 Old Highway 80,Pine Valley,CA,91962,(619)473-1300,KG,12,7,06,http://pinevalley.jcs-inc.org,1,0,,,,
district,0602367,Aspire Apex Academy District,2410 Belleview St.,Stockton,CA,95206,(209)466-3861,KG,05,7,06,http://www.aspirepublicschools.org,1,0,,,,
district,0602368,Icef Vista Elementary Academy District,4471 Inglewood Blvd.,Los Angeles,CA,90066,(323)298-6400,KG,05,7,06,http://www.icefps.org,1,0,,,,
district,0602369,Kipp Sol Academy District,4800 East Cesar Chavez Ave.,Los Angeles,CA,90022,(323)800-5220,05,08,7,06,http://www.kippsocal.org/sol/index,1,0,,,,
district,0602370,Alvina Elementary,295 West Saginaw Ave.,Caruthers,CA,93609,(559)864-9411,KG,08,7,06,,1,0,,,,
district,0602371,Heritage Peak Charter District,631 L St.,Rio Linda,CA,95673,(866)992-9033,KG,12,7,06,http://www.pacificcharters.org,1,0,,,,
district,0602372,Imagine Schools Riverside County District,50-930 Calhoun St.,Coachella,CA,92236,(760)391-9200,KG,08,7,06,http://www.imagineschools.com,1,0,,,,
district,0602374,Health Sciences High and Middle College District,3910 University Ave. Ste. 100,San Diego,CA,92105,(619)528-9070,09,12,7,06,http://hshmc.org,1,0,,,,
district,0602375,Empower Language Academy District,6402 Linda Vista Rd.,San Diego,CA,92111,(858)292-1304,KG,06,7,06,http://empowercharter.org/,1,0,,,,
district,0602376,Aspire Benjamin Holt College Preparatory Academy District,3201 East Morada Ln.,Stockton,CA,95212,(209)955-1477,09,12,7,06,http://www.aspirepublicschools.org,1,0,,,,
district,0602377,Marconi Learning Academy District,2444 Marconi Ave.,Sacramento,CA,95821,(916)974-7307,KG,12,7,06,http://www.marconilearning.org,1,0,,,,
district,0602378,Family Partnership Charter District,1157 E. Clark Ave. Ste. H,Santa Maria,CA,93455,(805)348-3333,KG,12,7,06,http://www.fpcharter.org,1,0,,,,
district,0602379,Rocketship Fuerza Community Prep District,70 South Jackson Ave.,San Jose,CA,95116,(877)806-0920,KG,05,7,06,http://www.rocketshipschools.org/schools/fuerza-community-prep/,1,0,,,,
district,0602380,Russell Westbrook Why Not? Middle District,1700 W. 46th St.,Los Angeles,CA,90062,(323)403-0770,,,7,06,http://www.russellwestbrookwhynotms.org,1,0,,,,
district,0602381,Sage Oak Charter School- Keppel District,1473 Ford St.,Redlands,CA,92373,(888)345-4445,KG,12,7,06,http://www.sageoak.education,1,0,,,,
district,0602383,Carter G. Woodson Public Charter District,3333 North Bond Ave.,Fresno,CA,93726,(559)229-3529,07,12,7,06,http://www.agapeschools.org,1,0,,,,
district,0602384,Kipp Academy of Innovation District,4240 East Olympic Blvd.,Los Angeles,CA,90023,(323)406-8000,05,08,7,06,http://www.kippsocal.org/innovation/index,1,0,,,,
district,0602385,Redding School of the Arts District,955 Inspiration Pl.,Redding,CA,96003,(530)247-6933,KG,12,7,06,http://www.rsarts.org,1,0,,,,
district,0602386,Diego Valley East Public Charter District,511 North Second St.,El Cajon,CA,92021,(619)870-0608,KG,12,7,06,http://www.diegovalleyeast.org,1,0,,,,
district,0602387,Magnolia Science Academy San Diego District,6525 Estrella Ave.,San Diego,CA,92120,(619)644-1300,06,08,7,06,http://www.msasd.magnoliapublicschools.org/,1,0,,,,
district,0602388,California Online Public Schools Northern California Dist,580 North Wilma Ave. Ste. G,Ripon,CA,95366,(800)906-5166,KG,12,7,06,http://www.californiaops.org,1,0,,,,
district,0602389,Arts in Action Community Charter District,5115 Via Corona St.,Los Angeles,CA,90022,(323)266-4371,KG,05,7,06,http://artsinactioncharter.org,1,0,,,,
district,0602390,San Jacinto Valley Academy District,480 North San Jacinto Ave.,San Jacinto,CA,92583,(951)654-6113,KG,12,7,06,http://sjacademy.org,1,0,,,,
district,0602392,Escuela Popular/ctr for Trn and Cars Fam Lrng Dist,149 North White Rd.,San Jose,CA,95127,(408)275-7191,09,12,7,06,http://www.escuelapopular.org,1,0,,,,
district,0602393,Puc Nueva Esperanza Charter Academy District,1218 North Fourth St.,San Fernando,CA,91340,(818)256-1951,06,08,7,06,http://www.pucschools.org/neca/,1,0,,,,
district,0602395,Crescent View South II District,4348 West Shaw Ave.,Fresno,CA,93706,(559)389-7270,KG,12,7,06,http://www.cvsouth2.org,1,0,,,,
district,0602396,Matrix for Success Academy District,1010 East 34th St.,Los Angeles,CA,90011,(323)897-5971,09,12,7,06,http://www.matrix4success.org,1,0,,,,
district,0602397,New Horizons Charter Academy District,6501 Fair Ave.,North Hollywood,CA,91601,(818)754-1362,KG,08,7,06,http://nhcharteracademy.com,1,0,,,,
district,0602398,Options for Youth San Gabriel District,215 South Mission Dr.,San Gabriel,CA,91776,(626)282-0390,07,12,7,06,http://www.ofy.org,1,0,,,,
district,0602399,Ocs - South District,119 West Palm St.,Altadena,CA,91001,(626)209-5635,KG,08,7,06,http://odysseycharterschool.org,1,0,,,,
district,0602400,Feather River Charter District,4305 South Meridian Rd.,Meridian,CA,95957,(626)932-1802,KG,12,7,06,http://featherrivercharter.org/,1,0,,,,
district,0602401,Trivium Charter District,1550 South College Dr.,Santa Maria,CA,93454,(805)291-1303,KG,12,7,06,http://www.triviumcharter.org,1,0,,,,
district,0602403,Aspire Richmond Ca. College Preparatory Academy District,3040 Hilltop Mall Rd.,Richmond,CA,94806,(510)684-8900,06,12,7,06,http://www.aspirepublicschools.org,1,0,,,,
district,0602405,Lazear Charter Academy District,824 29th Ave.,Oakland,CA,94601,(510)689-2018,KG,08,7,06,http://www.efcps.org,1,0,,,,
district,0602406,Connecting Waters Charter School - Central Valley District,2000 West Briggsmore Ave.,Modesto,CA,95350,(209)874-1119,KG,12,7,06,http://www.cwcentralvalley.org,1,0,,,,
district,0602407,Alliance Morgan Mckinzie High District,110 South Townsend Ave.,Los Angeles,CA,90063,(323)526-8198,09,12,7,06,http://www.mckinziehs.org,1,0,,,,
district,0602408,Alma Fuerte Public District,524 Palisade St.,Pasadena,CA,91103,(626)204-5265,KG,08,7,06,http://www.almafuerteps.org,1,0,,,,
district,0602410,Discovery Charter II District,762 Sunset Glen Dr.,San Jose,CA,95123,(408)300-1358,KG,08,7,06,http://www.discoveryk8.org,1,0,,,,
district,0602411,California Online Public Schools Central Valley District,5313 Road 39,Alpaugh,CA,93201,(800)906-5166,KG,12,7,06,http://www.californiaops.org,1,0,,,,
district,0602412,Lemoore Middle College High District,555 College Ave.,Lemoore,CA,93245,(559)925-3552,09,12,7,06,http://www.luhsd.k12.ca.us,1,0,,,,
district,0602413,Wallis Annenberg High District,4000 South Main St.,Los Angeles,CA,90037,(323)235-6343,09,12,7,06,http://www.accelerated.org/our-schools/wahs/,1,0,,,,
district,0602414,River Oak Charter District,555 Leslie St.,Ukiah,CA,95482,(707)467-1855,KG,08,7,06,http://www.riveroakcharterschool.org,1,0,,,,
district,0602415,Bullis Charter District,102 West Portola Ave.,Los Altos,CA,94022,(650)947-4100,KG,08,7,06,http://www.bullischarterschool.com,1,0,,,,
district,0602416,Da Vinci Science District,201 N. Douglas St.,El Segundo,CA,90245,(310)725-5800,09,12,7,06,http://www.davincischools.org,1,0,,,,
district,0602417,Aspire Inskeep Academy Charter District,123 West 59th St.,Los Angeles,CA,90003,(323)235-8400,KG,06,7,06,http://aspirepublicschools.org/locations/los-angeles/aspire-inskeep-academy/,1,0,,,,
district,0602418,Stockton Collegiate International Elementary District,400 E. Main St.,Stockton,CA,95202,(209)390-9861,KG,05,7,06,http://www.stocktoncollegiate.org,1,0,,,,
district,0602419,Century Community Charter District,901 South Maple St.,Inglewood,CA,90301,(310)412-2286,06,08,7,06,http://www.centurycommunitycharter.weebly.com,1,0,,,,
district,0602420,Walden Academy District,1149 West Wood St.,Willows,CA,95988,(530)361-6480,KG,08,7,06,http://www.waldenacademy.org,1,0,,,,
district,0602421,Stanislaus Alternative Charter District,1325 H St.,Modesto,CA,95354,(209)238-8650,09,12,7,06,http://www.stancoe.org,1,0,,,,
district,0602423,Hardy Brown College Prep District,655 West 2nd St.,San Bernardino,CA,92410,(909)884-1410,KG,08,7,06,http://www.fortuneschool.us,1,0,,,,
district,0602424,Nevada City School of the Arts District,13032 Bitney Springs Rd. Bldg. 8,Nevada City,CA,95959,(530)273-7736,KG,08,7,06,http://www.ncsota.org,1,0,,,,
district,0602425,Equitas Academy Charter District,1700 West Pico Blvd.,Los Angeles,CA,90015,(213)201-0440,KG,04,7,06,http://eq.equitasacademy.org,1,0,,,,
district,0602426,Gateway High District,1430 Scott St.,San Francisco,CA,94115,(415)749-3600,09,12,7,06,http://www.gatewayhigh.org,1,0,,,,
district,0602427,Mojave River Academy - Rockview Park District,14466 Main St.,Hesperia,CA,92345,(760)245-3222,KG,12,7,06,http://www.mojaveriver.net,1,0,,,,
district,0602428,Ceiba College Preparatory Academy District,260 West Riverside Dr.,Watsonville,CA,95076,(831)786-2100,06,12,7,06,http://www.ceibaschools.org,1,0,,,,
district,0602429,High Tech Elementary District,2150 Cushing Rd.,San Diego,CA,92106,(619)564-6700,KG,05,7,06,http://www.hightechhigh.org,1,0,,,,
district,0602430,Alvord Unified,9 Kpc Pkwy.,Corona,CA,92879,(951)509-5000,KG,12,1,06,http://www.alvordschools.org/,26,0,,,,
district,0602431,High Tech Elementary North County District,1480 West San Marcos Blvd.,San Marcos,CA,92078,(760)759-2785,KG,05,7,06,http://www.hightechhigh.org,1,0,,,,
district,0602432,Fortune District,6829 Stockton Blvd. Ste. 380,Sacramento,CA,95823,(916)273-1030,KG,12,7,06,http://www.fortuneschool.org,1,0,,,,
district,0602433,Community Collaborative Charter District,5715 Skvarla Ave.,Mcclellan,CA,95652,(916)286-5161,KG,12,7,06,http://www.gcccharters.org,1,0,,,,
district,0602434,Vista Heritage Global Academy District,2609 West Fifth St.,Santa Ana,CA,92703,(714)988-2719,06,09,7,06,http://www.vistaheritagems.org,1,0,,,,
district,0602435,Animo South Los Angeles Charter District,11130 Western Ave.,Los Angeles,CA,90047,(323)779-0544,09,12,7,06,http://ca.greendot.org/southla,1,0,,,,
district,0602436,Julia Lee Performing Arts Academy District,19740 Grand Ave.,Lake Elsinore,CA,92530,(951)595-4500,KG,08,7,06,http://www.jlpaa.org,1,0,,,,
district,0602437,Assurance Learning Academy District,43145 Business Center Ste. 102-103,Lancaster,CA,93535,(661)272-1225,08,12,7,06,http://assurancelearning.org/,1,0,,,,
district,0602439,The New School of San Francisco District,940 Filbert St,San Francisco,CA,94133,(415)401-8489,KG,08,7,06,http://www.newschoolsf.org,1,0,,,,
district,0602442,Highlands Community Charter District,1333 Grand Ave.,Sacramento,CA,95838,(916)844-2283,01,12,7,06,http://www.hccts.org,1,0,,,,
district,0602443,Escondido Charter High District,1868 East Valley Pkwy.,Escondido,CA,92027,(760)737-3154,09,12,7,06,http://www.echs.org,1,0,,,,
district,0602444,Rocketship Mosaic Elementary District,950 Owsley Ave.,San Jose,CA,95122,(877)806-0920,KG,05,7,06,http://www.rocketshipschools.org/schools/mosaic-elementary/,1,0,,,,
district,0602445,Aspire Port City Academy District,2040 West Ln.,Stockton,CA,95205,(209)943-2389,KG,05,7,06,http://www.aspirepublicschools.org,1,0,,,,
district,0602446,Alliance Marc & Eva Stern Math and Science District,5151 State University Dr.,Los Angeles,CA,90032,(323)987-2144,09,12,7,06,http://sternmass.org,1,0,,,,
district,0602447,Capitol Collegiate Academy District,2118 Meadowview Rd.,Sacramento,CA,95832,(916)476-5796,KG,08,7,06,http://www.capitolcollegiate.org,1,0,,,,
district,0602448,Aspire Monarch Academy District,1445 101st Ave.,Oakland,CA,94603,(510)568-3101,KG,05,7,06,http://www.aspirepublicschools.org,1,0,,,,
district,0602449,Wilder's Preparatory Academy Charter District,830 North La Brea Ave.,Inglewood,CA,90302,(310)671-5578,KG,05,7,06,http://www.wpacs.org,1,0,,,,
district,0602450,Amador County Unified,217 Rex Ave.,Jackson,CA,95642,(209)223-1750,KG,12,1,06,http://www.amadorcoe.org,12,0,,,,
district,0602451,California Virtual Academy at Maricopa District,50 Moreland Rd.,Simi Valley,CA,93065,(805)581-0202,KG,12,7,06,http://www.caliva.org,1,0,,,,
district,0602452,Aspire River Oaks Charter District,1801 Pyrenees Ave.,Stockton,CA,95210,(209)956-8100,KG,05,7,06,http://www.aspirepublicschools.org,1,0,,,,
district,0602453,Alliance College-ready Middle Academy 12 District,131 East 50th St.,Los Angeles,CA,90011,(323)238-7270,06,08,7,06,http://crma12.org,1,0,,,,
district,0602454,Grow Academy Arvin District,901 Nectarine Ct.,Arvin,CA,93203,(661)855-8200,KG,08,7,06,http://www.gaarvin.org,1,0,,,,
district,0602455,Puente Charter District,501 South Boyle Ave.,Los Angeles,CA,90033,(323)780-2961,KG,05,7,06,http://puente.org,1,0,,,,
district,0602456,Fenton Charter Leadership Academy District,8926 Sunland Blvd.,Sun Valley,CA,91352,(818)962-3636,KG,06,7,06,http://fcla.fentoncharter.net,1,0,,,,
district,0602457,Kipp Summit Academy District,2005 Via Barrett,San Lorenzo,CA,94580,(510)258-0106,05,08,7,06,http://summit.kippnorcal.org/,1,0,,,,
district,0602458,Oakland School for the Arts District,530 18th St.,Oakland,CA,94612,(510)873-8800,06,12,7,06,http://www.oakarts.org,1,0,,,,
district,0602459,Aurum Preparatory Academy District,1034 66th Ave.,Oakland,CA,94621,(510)746-7862,06,08,7,06,http://www.aurumprep.org,1,0,,,,
district,0602460,Yosemite Valley Charter District,3610 East Ashlan Ave,Fresno,CA,93726,(559)258-0800,KG,12,7,06,http://yosemitevalleycharter.org,1,0,,,,
district,0602461,Animo Venice Charter High District,820 Broadway St.,Venice,CA,90291,(310)392-8751,09,12,7,06,http://ca.greendot.org/venice,1,0,,,,
district,0602462,Arise High District,3301 East 12th St. Ste. 205,Oakland,CA,94601,(510)436-5487,09,12,7,06,http://www.arisehighschool.org,1,0,,,,
district,0602463,Rocky Point Charter District,3500 Tamarack Dr.,Redding,CA,96003,(530)225-0456,KG,08,7,06,http://www.rockypointcharter.com,1,0,,,,
district,0602464,Iempire Academy District,2050 East Pacific St.,San Bernardino,CA,92404,(909)888-8390,KG,05,7,06,http://www.realjourney.org,1,0,,,,
district,0602465,Vista Real Charter High District,401 South a St. Ste. 3,Oxnard,CA,93030,(805)486-5449,09,12,7,06,http://www.vrchs.org,1,0,,,,
district,0602467,Sherman Thomas Charter District,101 West Adell St.,Madera,CA,93638,(559)674-1192,KG,08,7,06,http://www.stcsca.org,1,0,,,,
district,0602468,Valley Charter Middle District,14646 Sherman Way,Van Nuys,CA,91405,(818)988-9128,06,08,7,06,http://www.valleycharterschool.org,1,0,,,,
district,0602469,Big Sur Charter District,304 Foam St.,Monterey,CA,93940,(831)324-4573,KG,12,7,06,http://www.bigsurcharterschool.org/,1,0,,,,
district,0602470,Teach Tech Charter High District,10616 South Western Ave.,Los Angeles,CA,90047,(323)872-0707,09,12,7,06,http://www.teachps.org/teach-tech-charter-high-school,1,0,,,,
district,0602471,Animo Inglewood Charter High District,3425 West Manchester Blvd.,Inglewood,CA,90305,(323)565-2100,09,12,7,06,http://www.greendot.org/inglewood,1,0,,,,
district,0602472,Aspire Gateway Academy Charter District,8929 Kauffman Ave.,South Gate,CA,90280,(323)249-5740,KG,05,7,06,http://aspirepublicschools.org/locations/los-angeles/aspire-gateway-academy/,1,0,,,,
district,0602473,Western Sierra Collegiate Academy District,660 Menlo Dr.,Rocklin,CA,95765,(916)778-4544,07,12,7,06,http://wscacademy.org,1,0,,,,
district,0602475,New Los Angeles Charter Elementary District,5753 Obama Blvd.,Los Angeles,CA,90016,(323)556-9500,KG,05,7,06,http://www.newlosangeles.org/,1,0,,,,
district,0602476,Aspire Vincent Shalvey Academy District,10038 Hwy. 99 East Frontage Rd.,Stockton,CA,95212,(209)931-5399,KG,05,7,06,http://www.aspirepublicschools.org,1,0,,,,
district,0602477,Sebastopol Independent Charter District,1111 Gravenstein Hwy. N,Sebastopol,CA,95472,(707)824-9700,KG,08,7,06,http://www.sebastopolcharter.org,1,0,,,,
district,0602478,Valley View Charter Prep District,31400 S Koster Rd.,Tracy,CA,95304,(866)992-9033,KG,12,7,06,http://www.pacificcharters.org,1,0,,,,
district,0602480,Olive Grove Charter - Santa Barbara District,1933 Cliff Dr.,Santa Barbara,CA,93109,(805)623-1111,KG,12,7,06,http://www.olivegrovecharter.org,1,0,,,,
district,0602481,Kipp Valiant Community Prep District,620 Willow Rd,Menlo Park,CA,94025,(650)422-4022,KG,08,7,06,http://www.kippbayarea.org/schools/valiant,1,0,,,,
district,0602482,Ilead Hybrid District,3720 Sierra Hwy. Ste. A,Acton,CA,93510,(661)434-1755,KG,12,7,06,http://ileadhybrid.org/,1,0,,,,
district,0602483,Mit Academy District,2 Positive Pl.,Vallejo,CA,94589,(707)552-6482,09,12,7,06,http://www.mitacademy.org,1,0,,,,
district,0602484,Equitas Academy #2 District,2723 West 8th St.,Los Angeles,CA,90005,(213)201-5940,05,08,7,06,http://equitasacademy.org,1,0,,,,
district,0602485,Elite Public District,100 Whitney Ave.,Vallejo,CA,94589,(707)652-3142,KG,12,7,06,http://www.elitepublicschools.org,1,0,,,,
district,0602486,Sycamore Creek Community Charter District,17131 Emerald Ln.,Huntington Beach,CA,92647,(714)594-3660,KG,08,7,06,http://sycamorecreekcharter.org,1,0,,,,
district,0602487,Excel Academy Charter District,1 Technology Dr.,Irvine,CA,92618,(949)387-7822,KG,12,7,06,http://www.excelacademy.education,1,0,,,,
district,0602488,California Online Public Schools Central Coast District,33272 Valle Rd.,San Juan Capistrano,CA,92675,(800)906-5166,KG,12,7,06,http://www.californiaops.org,1,0,,,,
district,0602489,Lashon Academy City District,3109 Sixth Ave.,Los Angeles,CA,90018,(818)514-4566,KG,06,7,06,http://www.lashonacademy.org,1,0,,,,
district,0602491,Pathways Academy Charter School - Adult Education District,26025 Newport Rd.,Menifee,CA,92584,(619)371-5017,09,12,7,06,http://www.pathwaysadulteducation.org,1,0,,,,
district,0602493,Scholarship Prep - South Bay District,24910 S. Avalon Blvd.,Wilmington,CA,90744,(424)251-9089,KG,08,7,06,http://southbay.scholarshipschools.org,1,0,,,,
district,0602494,Peak Prep Pleasant Valley District,550 Temple Ave.,Camarillo,CA,93010,(855)900-7325,KG,12,7,06,http://www.peak-prep.org,1,0,,,,
district,0602495,Kidinnu Academy District,1025 North Second St.,El Cajon,CA,92021,(619)938-4864,KG,08,7,06,http://www.kidinnu.com,1,0,,,,
district,0602496,Kipp Pueblo Unido District,3759 E. 57th St.,Maywood,CA,90270,(323)364-6537,,,7,06,http://www.kippsocal.org/pueblo/index,1,0,,,,
district,0602497,Watsonville Prep District,407 Main St.,Watsonville,CA,95076,(831)217-4883,KG,08,7,06,http://www.navigatorschools.org,1,0,,,,
district,0602498,The Learning Choice Academy - East County District,4215 Spring St.,La Mesa,CA,91941,(619)463-8811,KG,12,7,06,http://www.learningchoice.org,1,0,,,,
district,0602500,Excel Academy Charter District,1 Technology Dr.,Irvine,CA,92618,(949)387-7822,KG,12,7,06,http://www.excelacademy.education,1,0,,,,
district,0602501,Brookfield Engineering Science Technology Academy District,1704 Cape Horn,Julian,CA,92036,(833)619-2378,KG,12,7,06,http://www.bestacademycs.com,1,0,,,,
district,0602502,Options for Youth - Duarte Inc District,3130 East Colorado Blvd.,Pasadena,CA,91107,(626)204-2500,07,12,7,06,http://www.ofy.org,1,0,,,,
district,0602504,Equitas Academy 6 District,1612 West Pico Blvd.,Los Angeles,CA,90015,(213)201-5936,KG,04,7,06,http://eq6.equitasacademy.org,1,0,,,,
district,0602505,Sage Oak Charter School - South District,1473 Ford St.,Redlands,CA,92373,(888)435-4445,KG,12,7,06,http://www.sageoak.education,1,0,,,,
district,0602506,Shasta View Academy District,675 Shasta View Dr.,Redding,CA,96003,(530)233-3861,KG,12,7,06,http://shastaview.org,1,0,,,,
district,0602507,International School for Science and Culture District,1770 Tustin Ave.,Costa Mesa,CA,92627,(949)441-4500,KG,08,7,06,http://www.issaccharter.org,1,0,,,,
district,0602508,Monarch River Academy District,2293 East Crabtree Ave.,Porterville,CA,93257,(559)754-1442,KG,12,7,06,http://monarchriveracademy.org/,1,0,,,,
district,0602509,California Innovative Career Academy District,1333 Grand Ave.,Sacramento,CA,95838,(916)436-5770,01,12,7,06,http://www.hccts.org,1,0,,,,
district,0602510,California Pacific Charter - Sonoma District,14630 Armstrong Woods Rd.,Guerneville,CA,95466,(855)225-7227,KG,12,7,06,http://www.cal-pacs.org,1,0,,,,
district,0602511,Garvey/allen Visual & Perf Arts Acad for STEM Dist,23750 Alessandro Blvd.,Moreno Valley,CA,92553,(951)384-2015,KG,08,7,06,http://www.garveyallenacademy.com,1,0,,,,
district,0602512,Heartwood Charter District,170 Liberty School Rd.,Petaluma,CA,94952,(415)488-9572,KG,12,7,06,http://heartwoodcharterschool.org,1,0,,,,
district,0602513,Mission Vista Academy District,1440 Beaumont Ave,Beaumont,CA,92223,(951)456-1981,KG,12,7,06,http://missionvistaacademy.org/,1,0,,,,
district,0602515,Vista Horizon Global Academy District,980 South Hobart Blvd.,Los Angeles,CA,90006,(213)224-6800,KG,05,7,06,http://www.vistahorizonglobal.org,1,0,,,,
district,0602516,Granite Mountain Charter District,8560 Aliento Rd.,Lucerne Valley,CA,92356,(909)906-3593,KG,12,7,06,http://granitemountainschool.com/,1,0,,,,
district,0602517,California Online Public Schools Monterey Bay District,108 Whispering Pines Dr. Ste. 115,Scotts Valley,CA,95066,(800)906-5166,KG,12,7,06,http://www.californiaops.org,1,0,,,,
district,0602518,Sycamore Acad of Sci and Cultural Arts - Chino Vly Dist,13000 Pipeline Ave.,Chino,CA,91710,(909)606-8028,KG,08,7,06,http://www.sycamorechino.org/,1,0,,,,
district,0602520,Lake View Charter District,3101 Zinfandel Dr. Ste. 350,Rancho Cordova,CA,95670,(916)957-5877,KG,12,7,06,http://lakeviewcharter.org/,1,0,,,,
district,0602521,Compass Charter School of Yolo District,850 Hampshire Rd. Ste. R,Thousand Oaks,CA,91361,(855)937-4227,KG,12,7,06,http://www.compasscharters.org,1,0,,,,
district,0602522,Equitas Academy 5 District,1612 West Pico Blvd.,Los Angeles,CA,90015,(213)201-5936,KG,04,7,06,http://eq5.equitasacademy.org,1,0,,,,
district,0602523,Hayward Collegiate Charter District,166 West Harder Rd.,Hayward,CA,94544,(650)520-3915,KG,06,7,06,http://www.haywardcollegiate.org,1,0,,,,
district,0602524,Cottonwood District,3921 Sandstone Drive Ste. A,El Dorado Hills,CA,95762,(530)285-2003,KG,12,7,06,http://cottonwoodk12.org,1,0,,,,
district,0602525,Education Technology Jpa,1450 Herndon Ave.,Clovis,CA,93611,(559)327-9127,,,4,06,http://iusd.org/business-services/purchasing/education-technology-jpa,0,0,,,,
district,0602527,Mountain Valley Special Education Jpa,10140 Old Oregon Trail,Redding,CA,96003,(530)223-1915,,,4,06,http://www.mvjpa.com,0,0,,,,
district,0602528,Open Door Charter District,901 Blanco Cir.,Salinas,CA,93901,(831)840-8199,,,7,06,http://montereycoe.org,0,0,,,,
district,0602529,We the People High District,1635 Long Beach Blvd.,Long Beach,CA,90813,(562)533-4862,,,7,06,http://www.wethepeopleps.org,1,0,,,,
district,0602530,Griffin Academy High District,233 Hobbs Ave.,Vallejo,CA,94589,(707)552-6482,09,12,7,06,http://griffinvallejo.org,1,0,,,,
district,0602531,Citizens of the World Charter School West Valley District,7911 Winnetka Ave.,Winnetka,CA,91306,(818)330-3050,KG,08,7,06,http://www.cwcwestvalley.org/,1,0,,,,
district,0602532,Aspire Stockton 6-12 Secondary Academy District,2428 Belleview Ave.,Stockton,CA,95206,(209)208-9900,06,12,7,06,http://www.aspirepublicschools.org,1,0,,,,
district,0602533,Kipp Esperanza High District,1039 Garden St.,East Palo Alto,CA,94303,(415)528-1546,09,12,7,06,http://peninsulahs.kippbayarea.org/,1,0,,,,
district,0602534,Aspire Arts & Sciences Academy District,1605 East March Ln,Stockton,CA,95210,(209)337-3010,KG,05,7,06,http://www.aspirepublicschools.org,1,0,,,,
district,0602535,Orange County Classical Academy District,4100 East Walnut Ave.,Orange,CA,92869,(657)223-9420,KG,12,7,06,http://www.orangecountyclassicalacademy.org,1,0,,,,
district,0602538,Endeavor Charter District,777 W. Shaw,Fresno,CA,93704,(559)248-0471,KG,12,7,06,http://www.endeavorcharter.org/,1,0,,,,
district,0602539,Ocasa College Prep District,31522 El Camino Real,San Juan Capistrano,CA,92675,(949)269-3290,06,12,7,06,http://www.ocasa.org,1,0,,,,
district,0602540,Ednovate - South La College Prep District,9301 South Hoover St.,Los Angeles,CA,90044,(213)377-9377,09,12,7,06,http://www.ednovate.org/south-la,1,0,,,,
district,0602541,American River Collegiate Academy District,7755 Hazel Ave.,Orangevale,CA,95662,(916)672-3550,KG,05,7,06,http://americanriveracademy.org,1,0,,,,
district,0602542,Pacific Collegiate Charter District,3004 Mission St.,Santa Cruz,CA,95060,(831)479-7785,07,12,7,06,http://www.pacificcollegiate.com,1,0,,,,
district,0602543,Agnes J. Johnson Charter District,73 School Rd.,Weott,CA,95571,(707)946-2347,KG,12,7,06,http://ajjcharter.com,1,0,,,,
district,0602544,Tehama Elearning Academy District,979 Douglass St.,Red Bluff,CA,96080,(530)527-0188,07,12,7,06,http://www.telacademy.org/,1,0,,,,
district,0602545,Voices College Bound Language Academy at Stockton District,321 East Weber Ave.,Stockton,CA,95202,(209)942-1160,KG,08,7,06,http://www.voicesacademies.org,1,0,,,,
district,0602546,El Rio Community District,211 South Ave. 20,Los Angeles,CA,90031,(323)352-8034,KG,08,7,06,http://www.elrioschool.org,1,0,,,,
district,0602547,Invictus Leadership Academy District,4928 South Western Ave.,Los Angeles,CA,90047,(323)792-4403,KG,08,7,06,http://www.invictusla.com,1,0,,,,
