website,site_title,fax_numbers,found_on,errors
http://marshall.vansd.org,Marshall Elementary School – Home of the Generals,Not found,,Error fetching http://marshall.vansd.org/contact: HTTPError; Error fetching http://marshall.vansd.org/contact-us: HTTPError; Error fetching http://marshall.vansd.org/contactus: HTTPError; Error fetching http://marshall.vansd.org/directory: HTTPError
http://harney.vansd.org,Edgewood Elementary School – Home of the Hornets,Not found,,Error fetching http://harney.vansd.org/contact: HTTPError; Error fetching http://harney.vansd.org/contact-us: HTTPError; Error fetching http://harney.vansd.org/contactus: HTTPError; Error fetching http://harney.vansd.org/directory: HTTPError; Error fetching http://harney.vansd.org/staff: HTTPError
http://walnutgrove.vansd.org,Walnut Grove Elementary School – Home of the Eagles,Not found,,Error fetching http://walnutgrove.vansd.org/contact: HTTPError; Error fetching http://walnutgrove.vansd.org/contact-us: HTTPError; Error fetching http://walnutgrove.vansd.org/contactus: HTTPError; Error fetching http://walnutgrove.vansd.org/directory: HTTPError
http://washington.vansd.org,Washington Elementary School – Home of the Huskies,360-313-3050; 360-313-3051; 360-313-1442; 360-313-5400,http://washington.vansd.org,Error fetching http://washington.vansd.org/contact: HTTPError; Error fetching http://washington.vansd.org/contact-us: HTTPError; Error fetching http://washington.vansd.org/contactus: HTTPError; Error fetching http://washington.vansd.org/directory: HTTPError; Error fetching http://washington.vansd.org/staff: HTTPError
http://discovery.vansd.org,Discovery Middle School – Home of the Wildcats,360-313-3300; 360-313-3301; 360-313-3320; 360-313-3304; 360-313-5400; 360-313-1401; 360-313-3323; 360-313-3385; 360-313-3322; 360-313-3321; 360-313-3324,http://discovery.vansd.org; http://discovery.vansd.org; http://discovery.vansd.org/directory; http://discovery.vansd.org/staff,Error fetching http://discovery.vansd.org/contact-us: HTTPError; Error fetching http://discovery.vansd.org/contactus: HTTPError; Error fetching http://discovery.vansd.org/about: HTTPError
http://www.wenatcheeschools.org/col,Welcome to Wenatchee Public Schools! | Wenatchee,509.663.8161; 509.663.3082,http://www.wenatcheeschools.org/col; http://www.wenatcheeschools.org/about; http://www.wenatcheeschools.org/board; http://www.wenatcheeschools.org/about/mission; http://www.wenatcheeschools.org/about/superintendent; http://www.wenatcheeschools.org/about/leadership-team,Error fetching http://www.wenatcheeschools.org/files/boundary%20map/WSD_Boundary_Maps.pdf: HTTPError; Error fetching http://www.wenatcheeschools.org/contact: HTTPError; Error fetching http://www.wenatcheeschools.org/contact-us: HTTPError; Error fetching http://www.wenatcheeschools.org/contactus: HTTPError; Error fetching http://www.wenatcheeschools.org/directory: HTTPError
http://www.wenatcheeschools.org/oms/,Welcome to Orchard Middle School | Orchard Middle School,509.662.7745; 509.663.8042; 509.663.8161; 509.663.3082,http://www.wenatcheeschools.org/oms/; http://www.wenatcheeschools.org/oms/about/; http://www.wenatcheeschools.org/oms/staff-directory; http://www.wenatcheeschools.org/district-calendars; http://www.wenatcheeschools.org/about/contact; http://www.wenatcheeschools.org/,Error fetching http://www.wenatcheeschools.org/oms/staff: HTTPError; Error fetching http://www.wenatcheeschools.org/contact: HTTPError; Error fetching http://www.wenatcheeschools.org/contact-us: HTTPError; Error fetching http://www.wenatcheeschools.org/contactus: HTTPError; Error fetching http://www.wenatcheeschools.org/directory: HTTPError
http://www.av.wvsd208.org/pages/Apple_Valley_Elementary,,Not found,,"Homepage error: ConnectionError: HTTPConnectionPool(host='www.av.wvsd208.org', port=80): Max retries exceeded with url: /pages/Apple_Valley_Elementary (Caused by NameResolutionError(""<urllib3.connection.HTTPConnection object at 0x000002032F416390>: Failed to resolve 'www.av.wvsd208.org' ([Errno 11001] getaddrinfo failed)""))"
http://elkridge.whiteriver.wednet.edu/,Elk Ridge Elementary School,(360) 829-3354; (360) 829-3892; 360-829-3392,http://elkridge.whiteriver.wednet.edu/; http://elkridge.whiteriver.wednet.edu/apps/pages/index.jsp?uREC_ID=1474545&type=d; http://elkridge.whiteriver.wednet.edu/apps/pages/index.jsp?uREC_ID=1474545&type=d&pREC_ID=2267886; http://elkridge.whiteriver.wednet.edu/apps/pages/index.jsp?uREC_ID=1474561&type=d&pREC_ID=2712265; http://elkridge.whiteriver.wednet.edu/apps/staff/,Error fetching http://elkridge.whiteriver.wednet.edu/contact: HTTPError; Error fetching http://elkridge.whiteriver.wednet.edu/contact-us: HTTPError; Error fetching http://elkridge.whiteriver.wednet.edu/contactus: HTTPError; Error fetching http://elkridge.whiteriver.wednet.edu/directory: HTTPError; Error fetching http://elkridge.whiteriver.wednet.edu/staff: HTTPError; Error fetching http://elkridge.whiteriver.wednet.edu/about: HTTPError
http://www.winlock.wednet.edu,,Not found,,"Homepage error: ConnectTimeout: HTTPConnectionPool(host='www.winlock.wednet.edu', port=80): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<urllib3.connection.HTTPConnection object at 0x000002032F2F04D0>, 'Connection to www.winlock.wednet.edu timed out. (connect timeout=20)'))"
http://www.enumclaw.wednet.edu,Client Challenge,Not found,,
http://www.kelso.wednet.edu/barnes,Client Challenge,Not found,,
http://www.esd123.org,Home - Educational Service District 123,509-547-8441; 509-544-5795,http://www.esd123.org; https://www.esd123.org/; http://www.esd123.org/; https://www.esd123.org/about/contact/join_our_mailing_list; http://www.esd123.org/calendar/important_school_district_dates; http://www.esd123.org/about; http://www.esd123.org/about/board_of_directors,Error fetching http://www.esd123.org/contact: HTTPError; Error fetching http://www.esd123.org/contact-us: HTTPError; Error fetching http://www.esd123.org/contactus: HTTPError; Error fetching http://www.esd123.org/directory: HTTPError
http://mte.asd103.org,,Not found,,Homepage error: HTTPError: 403 Client Error: Forbidden for url: http://mte.asd103.org/
http://www.asd.wednet.edu/presidents,Client Challenge,Not found,,
http://www.auburn.wednet.edu/Domain/27,Home - Pioneer Elementary School,(253) 931-4986; (253) 931-4734; (253) 931-4900; (253) 931-8006; 253-931-4712; (253) 453-5582; 253-931-4950; 425-276-1735; 253-887-3678; 425-272-5573,http://www.auburn.wednet.edu/Domain/27; https://www.auburn.wednet.edu/our-district/2025-26-school-bell-schedules; https://www.auburn.wednet.edu/district-departments/health-services; https://www.auburn.wednet.edu/district-departments/student-learning/student-learning/highly-capable-programs; https://www.auburn.wednet.edu/district-departments/student-learning/student-learning/interpreter-and-translation-services; http://www.auburn.wednet.edu/for-staff; http://www.auburn.wednet.edu/contact-us,Error fetching http://www.auburn.wednet.edu/our-school: HTTPError; Error fetching http://www.auburn.wednet.edu/contact: HTTPError; Error fetching http://www.auburn.wednet.edu/contactus: HTTPError; Error fetching http://www.auburn.wednet.edu/directory: HTTPError
http://www.impactps.org,Impact Public Schools,206.712.7640; 206.737.0346; 206.721.7640,http://www.impactps.org; https://www.impactps.org/about/aboutus/; https://www.impactps.org/about/approach/; https://www.impactps.org/about/results/; https://www.impactps.org/about/media/; https://www.impactps.org/about/teamboard/; https://www.impactps.org/about/contact/; http://www.impactps.org/contact,Error fetching http://www.impactps.org/contact-us: HTTPError; Error fetching http://www.impactps.org/contactus: HTTPError; Error fetching http://www.impactps.org/directory: HTTPError
http://whatcom.bellinghamschools.org/,Home - Whatcom Middle School,360-647-6881; 360-676-6460; 844-310-9560; 360-647-6816; 360-676-6456; 360-676-6520; 360-676-6413; 360-676-6454; 360-676-6430; 360-676-6450; 360-676-6400; 360-676-6410,http://whatcom.bellinghamschools.org/our-school/school-directory; http://whatcom.bellinghamschools.org/directory,Error fetching http://whatcom.bellinghamschools.org/contact: HTTPError; Error fetching http://whatcom.bellinghamschools.org/contact-us: HTTPError; Error fetching http://whatcom.bellinghamschools.org/contactus: HTTPError; Error fetching http://whatcom.bellinghamschools.org/about: HTTPError
http://squalicum.bellinghamschools.org/,Home - Squalicum High School,360-676-6471; 360-647-6844; 360-676-6561; 844-310-9560; 360-647-6816; 360-676-6456; 360-676-6520; 360-676-6575; 360-676-6400; 360-647-6820; 360-676-6481,http://squalicum.bellinghamschools.org/our-school/school-directory; http://squalicum.bellinghamschools.org/directory,Error fetching http://squalicum.bellinghamschools.org/contact: HTTPError; Error fetching http://squalicum.bellinghamschools.org/contact-us: HTTPError; Error fetching http://squalicum.bellinghamschools.org/contactus: HTTPError; Error fetching http://squalicum.bellinghamschools.org/about: HTTPError
http://wadeking.bellinghamschools.org/,Home - Wade King Elementary School,360-647-6840; 360-647-6841; 844-310-9560; 360-647-6816; 360-676-6456; 360-676-6520; 360-676-6416; 360-676-6470; 360-676-6840; 360-676-6420; 360-676-6430; 360-201-8766; 360-676-6400; 360-676-4886; 360-676-6575,http://wadeking.bellinghamschools.org/our-school/school-directory; http://wadeking.bellinghamschools.org/directory,Error fetching http://wadeking.bellinghamschools.org/contact: HTTPError; Error fetching http://wadeking.bellinghamschools.org/contact-us: HTTPError; Error fetching http://wadeking.bellinghamschools.org/contactus: HTTPError; Error fetching http://wadeking.bellinghamschools.org/about: HTTPError
http://fjh.bethelsd.org,,Not found,,"Homepage error: ConnectionError: HTTPConnectionPool(host='fjh.bethelsd.org', port=80): Max retries exceeded with url: / (Caused by NameResolutionError(""<urllib3.connection.HTTPConnection object at 0x000002032F31A410>: Failed to resolve 'fjh.bethelsd.org' ([Errno 11001] getaddrinfo failed)""))"
http://ce.bethelsd.org,,Not found,,"Homepage error: ConnectionError: HTTPConnectionPool(host='ce.bethelsd.org', port=80): Max retries exceeded with url: / (Caused by NameResolutionError(""<urllib3.connection.HTTPConnection object at 0x000002032F31B610>: Failed to resolve 'ce.bethelsd.org' ([Errno 11001] getaddrinfo failed)""))"
http://www.blainesd.org/o/blaine-elementary-school,Client Challenge,Not found,,
http://www.cfsd401.org,Cape Flattery School District - Home,360-963-2329; 360-214-5722; 360-645-2382; 360-645-2463; 360-963-2324; (360) 963-2067; 8233329714; 17140754700; +12532050468; +12532158782; 360.780.6537; 360.780.2058; 360.963.2373; 360.780.6531; 360.780.6534; 360.780.6532; 360.963.2058; 360.963.2083; 360.645.2854; 360.963.2179,http://www.cfsd401.org; http://www.cfsd401.org/district; http://www.cfsd401.org/about-us; http://www.cfsd401.org/school-board; http://www.cfsd401.org/school-board-2; http://www.cfsd401.org/business-office; http://www.cfsd401.org/business-office-2; http://www.cfsd401.org/contact-us,Error fetching http://www.cfsd401.org/contact: HTTPError; Error fetching http://www.cfsd401.org/contactus: HTTPError; Error fetching http://www.cfsd401.org/directory: HTTPError
http://www.chelanschools.org,Lake Chelan School District,509-682-3515; 509-682-5842; 509-682-5786; 509-682-4061; 509-682-0558; 509-682-4031; 509-682-3373; 509-888-8777; 509-888-8752; 509-682-7744; 509-682-8291,http://www.chelanschools.org; https://www.chelanschools.org/about-csi/; https://www.chelanschools.org/about-holden-village-school/; http://www.chelanschools.org; https://www.chelanschools.org/district/district-programs/eceap/; https://www.chelanschools.org/district/district-programs/highly-capable-program/; https://www.chelanschools.org/district/district-programs/special-education/; http://www.chelanschools.org/contact,Error fetching http://www.chelanschools.org/contact-us: HTTPError; Error fetching http://www.chelanschools.org/contactus: HTTPError; Error fetching http://www.chelanschools.org/directory: HTTPError
http://www.csd49.org/3/home,,Not found,,Homepage error: HTTPError: 404 Client Error: Not Found for url: https://www.csd49.org/3/home
http://www.cersd.org,Client Challenge,Not found,,
http://www.csd300.org,Home - Colfax School District,(833) 256-1665; (202) 690-7442; (202) 720- 2600; (800) 877-8339; (866) 632-9992; 1 509-397-3042; 1 509-397-2181; 509-397-3042,http://www.csd300.org; http://www.csd300.org/en-US/pages/3acdfa92-71a3-4202-8f91-33ecf058bf5c; http://www.csd300.org/en-US; http://www.csd300.org/pages/e38997bc-85b7-4fda-89e5-9f4f63dcb83c; https://csd300.org/en-us; http://www.csd300.org/staff,Error fetching http://www.csd300.org/contact: HTTPError; Error fetching http://www.csd300.org/contact-us: HTTPError; Error fetching http://www.csd300.org/contactus: HTTPError; Error fetching http://www.csd300.org/directory: HTTPError; Error fetching http://www.csd300.org/about: HTTPError
http://www.dsd.k12.wa.us/,Darrington School District,Not found,,Error fetching http://www.dsd.k12.wa.us/about-us: HTTPError; Error fetching http://www.dsd.k12.wa.us/contact-us-es: HTTPError; Error fetching http://www.dsd.k12.wa.us/new-page-4: HTTPError; Error fetching http://www.dsd.k12.wa.us/districtschedule: HTTPError; Error fetching http://www.dsd.k12.wa.us/district-map: HTTPError; Error fetching http://www.dsd.k12.wa.us/function-of-the-school-board: HTTPError; Error fetching http://www.dsd.k12.wa.us/contact: HTTPError; Error fetching http://www.dsd.k12.wa.us/contact-us: HTTPError; Error fetching http://www.dsd.k12.wa.us/contactus: HTTPError; Error fetching http://www.dsd.k12.wa.us/directory: HTTPError
http://www.eatonville.wednet.edu/ems,EMS Homepage - Eatonville School District #404,360-879-1400; 360-879-1480; 360-879-1000; 360-879-1086; 360-725-6068; 360-725-6162; 1-866-297-2597; 800-421-3481,http://www.eatonville.wednet.edu/ems; http://www.eatonville.wednet.edu/; http://www.eatonville.wednet.edu/departments/communications/sign-up-for-district-communications; http://www.eatonville.wednet.edu/departments/superintendent/newsletters; http://www.eatonville.wednet.edu/district/harassment-intimidation-and-bullying; http://www.eatonville.wednet.edu/district/school-hours; http://www.eatonville.wednet.edu/district/enrollment/enroll-now,Error fetching http://www.eatonville.wednet.edu/contact: HTTPError; Error fetching http://www.eatonville.wednet.edu/contact-us: HTTPError; Error fetching http://www.eatonville.wednet.edu/contactus: HTTPError; Error fetching http://www.eatonville.wednet.edu/directory: HTTPError
http://www.everettsd.org/silverlake,Silver Lake Elementary School / Homepage,425-385-6900; 425-385-6902; 425-385-6906; 425-385-4000; 425-385-6971; 425-385-6960; 425-385-6991; 425-385-6903,http://www.everettsd.org/silverlake; https://www.everettsd.org/Domain/4; http://www.everettsd.org/domain/1387; http://www.everettsd.org/site/Default.aspx?PageType=1&SiteID=30&ChannelID=286&DirectoryType=6; http://www.everettsd.org/; http://www.everettsd.org/site/Default.aspx?PageType=15&SiteID=30&SectionMax=15&DirectoryType=6; https://www.everettsd.org/domain/1444,Error fetching http://www.everettsd.org/contact: HTTPError; Error fetching http://www.everettsd.org/contact-us: HTTPError; Error fetching http://www.everettsd.org/contactus: HTTPError; Error fetching http://www.everettsd.org/directory: HTTPError
http://www.everettsd.org/gateway,Gateway Middle School / Homepage,425-385-6600; 425-385-6602; 425-385-6610; 425-385-4000; 425-385-6624; 425-385-6690; 425-385-6604; 425-385-6616; 425-385-6691; 425-385-6601; 425-385-4144,http://www.everettsd.org/gateway; https://www.everettsd.org/Domain/4; http://www.everettsd.org/domain/372; http://www.everettsd.org/site/Default.aspx?PageType=1&SiteID=14&ChannelID=371&DirectoryType=6; http://www.everettsd.org/Page/4807; http://www.everettsd.org/; https://www.everettsd.org/site/Default.aspx?PageID=22&DomainID=14#calendar14/20260216/event/300159,Error fetching http://www.everettsd.org/contact: HTTPError; Error fetching http://www.everettsd.org/contact-us: HTTPError; Error fetching http://www.everettsd.org/contactus: HTTPError; Error fetching http://www.everettsd.org/directory: HTTPError
http://www.everettsd.org/everettvirtualacademy,,Not found,,Homepage error: HTTPError: 404 Client Error: Not Found for url: https://www.everettsd.org/everettvirtualacademy
http://www.gcdsd.org,Home - Grand Coulee Dam School District 301-J,509.633-2143; 509.633.2530; 509.633.0730; 509.633.2652; 509.633.1442; 509.633.0356; 509.631.3198; 509.631.3210,http://www.gcdsd.org/contact-us,Error fetching http://www.gcdsd.org/contact: HTTPError; Error fetching http://www.gcdsd.org/contactus: HTTPError; Error fetching http://www.gcdsd.org/directory: HTTPError
http://www.achsd.org,ACH Cooperative,Not found,,Error fetching http://www.achsd.org/contact: HTTPError; Error fetching http://www.achsd.org/contact-us: HTTPError; Error fetching http://www.achsd.org/contactus: HTTPError; Error fetching http://www.achsd.org/directory: HTTPError; Error fetching http://www.achsd.org/staff: HTTPError; Error fetching http://www.achsd.org/about: HTTPError
http://kalamaschools.org,Client Challenge,Not found,,
http://www.lcsd.wednet.edu/Domain/1,Client Challenge,Not found,,
http://www.lax.wednet.edu,,Not found,,"Homepage error: ConnectTimeout: HTTPConnectionPool(host='www.lax.wednet.edu', port=80): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<urllib3.connection.HTTPConnection object at 0x000002032FD7D4D0>, 'Connection to www.lax.wednet.edu timed out. (connect timeout=20)'))"
http://www.lacenterschools.org/ms/,,Not found,,Homepage error: HTTPError: 404 Client Error: Not Found for url: https://lacenterschools.org/ms/
http://www.lacenterschools.org/hs/,,Not found,,Homepage error: HTTPError: 404 Client Error: Not Found for url: https://lacenterschools.org/hs/
http://www.lkstevens.wednet.edu/skyline/site/,,Not found,,Homepage error: HTTPError: 404 Client Error: Not Found for url: https://www.lkstevens.wednet.edu/skyline/site/
http://www.lkstevens.wednet.edu/hillcrest/site/,,Not found,,Homepage error: HTTPError: 404 Client Error: Not Found for url: https://www.lkstevens.wednet.edu/hillcrest/site/
http://www.lkstevens.wednet.edu/lshs/site/,,Not found,,Homepage error: HTTPError: 404 Client Error: Not Found for url: https://www.lkstevens.wednet.edu/lshs/site/
http://www.lkstevens.wednet.edu/homelink/site/,,Not found,,Homepage error: HTTPError: 404 Client Error: Not Found for url: https://www.lkstevens.wednet.edu/homelink/site/
http://Rush.lwsd.org,Home - Benjamin Rush Elementary,425-936-2690; 425-556-0364; 425-936-2691; 425-529-5763; 855-237-4828; 425-936-1333; 425-936-1289; 425-936-1407,http://Rush.lwsd.org/about-us/contact-us; http://Rush.lwsd.org/contact; http://Rush.lwsd.org/contact-us,Error fetching http://Rush.lwsd.org/contactus: HTTPError; Error fetching http://Rush.lwsd.org/directory: HTTPError
http://Mann.lwsd.org,Home - Horace Mann Elementary,425-936-2611; 425-936-2610; 425-556-0874; 425-529-5763; 855-237-4828; 425-936-1333; 425-936-1289; 425-936-1407,http://Mann.lwsd.org/about-us/contact-us; http://Mann.lwsd.org/contact; http://Mann.lwsd.org/contact-us,Error fetching http://Mann.lwsd.org/contactus: HTTPError; Error fetching http://Mann.lwsd.org/directory: HTTPError
http://Kirk.lwsd.org,Home - Peter Kirk Elementary,425-936-2591; 425-936-2590; 1-564-626-4654; 564-626-4654; 425-529-5763; 855-237-4828; 425-936-1333; 425-936-1289; 425-936-1407; 425-889-8359,http://Kirk.lwsd.org/about-us/contact-us; http://Kirk.lwsd.org/about-us/staff-directory; http://Kirk.lwsd.org/contact; http://Kirk.lwsd.org/contact-us,Error fetching http://Kirk.lwsd.org/contactus: HTTPError; Error fetching http://Kirk.lwsd.org/directory: HTTPError
http://Redmond.lwsd.org,Home - Redmond Elementary,425-936-2660; 425-882-0591; 425-936-2661; 425-529-5763; 855-237-4828; 425-936-1333; 425-936-1289; 425-936-1407,http://Redmond.lwsd.org/about-us/contact-us; http://Redmond.lwsd.org/contact; http://Redmond.lwsd.org/contact-us,Error fetching http://Redmond.lwsd.org/contactus: HTTPError; Error fetching http://Redmond.lwsd.org/directory: HTTPError
http://Thoreau.lwsd.org,Home - Henry David Thoreau Elementary,425-936-2720; 425-936-2721; 425-814-4986; 425-529-5763; 855-237-4828; 425-936-1333; 425-936-1289; 425-936-1407,http://Thoreau.lwsd.org/about-us/contact-us; http://Thoreau.lwsd.org/contact; http://Thoreau.lwsd.org/contact-us,Error fetching http://Thoreau.lwsd.org/contactus: HTTPError; Error fetching http://Thoreau.lwsd.org/directory: HTTPError
http://Alcott.lwsd.org,Home - Louisa May Alcott Elementary,Not found,,Error fetching http://Alcott.lwsd.org/contact: HTTPError; Error fetching http://Alcott.lwsd.org/contactus: HTTPError; Error fetching http://Alcott.lwsd.org/directory: HTTPError
http://Smith.lwsd.org,Home - Samantha Smith Elementary,Not found,,Error fetching http://Smith.lwsd.org/contactus: HTTPError; Error fetching http://Smith.lwsd.org/directory: HTTPError
http://www.lrschools.org,Home - Lind-Ritzville Cooperative Schools,Not found,,Error fetching http://www.lrschools.org/contact: HTTPError; Error fetching http://www.lrschools.org/contact-us: HTTPError; Error fetching http://www.lrschools.org/contactus: HTTPError; Error fetching http://www.lrschools.org/directory: HTTPError
http://www.lopez.k12.wa.us,,Not found,,"Homepage error: ConnectTimeout: HTTPConnectionPool(host='www.lopez.k12.wa.us', port=80): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<urllib3.connection.HTTPConnection object at 0x000002032CEADF10>, 'Connection to www.lopez.k12.wa.us timed out. (connect timeout=20)'))"
http://www.monroe.wednet.edu,Home - Monroe School District,360-804-2500; 360-804-2529; 360-664-2967; 360-804-2950; (360) 804-2576; (360) 804-2594; (360) 804.2530; (360) 804-2532; (360) 804.2609; 360-725-6068; 360-725-6162; 1-866-297-2597; 800-421-3481; 1-800-322-2588; 360-664-3631; 206-607-1600; 1-800-877-8339; 1-800-233-3247; 1-800-300-7525; 866-496-3168; 360-804-2607; 888-496-3168,http://www.monroe.wednet.edu; http://www.monroe.wednet.edu/about; http://www.monroe.wednet.edu/fs/pages/2; http://www.monroe.wednet.edu/about/calendar; http://www.monroe.wednet.edu/about/district-handbook; http://www.monroe.wednet.edu/staff-hub/departments/digital-learning/online-resources; http://www.monroe.wednet.edu/departments/communications/parentsquare,Error fetching http://www.monroe.wednet.edu/contact: HTTPError; Error fetching http://www.monroe.wednet.edu/contact-us: HTTPError; Error fetching http://www.monroe.wednet.edu/contactus: HTTPError; Error fetching http://www.monroe.wednet.edu/directory: HTTPError
http://www.naselle.wednet.edu,Client Challenge,Not found,,
http://vinland.nkschools.org/,Home - Vinland Elementary,(360) 396-3600; (360) 396-3949; (360) 396-3602; (360) 396-3601; (360) 396-3622; (360) 396-3605; (360) 396-3623; 360-396-3018; 360-396-3042; 360-396-3039; 360-396-3020; (360) 396-3072; (360) 396-3099; (360) 396-3929; (855) 904-5171; (360) 396-3953; (360) 396-3279,http://vinland.nkschools.org/our-school/contact-us; http://vinland.nkschools.org/families-communities/who-to-contact,Error fetching http://vinland.nkschools.org/contact: HTTPError; Error fetching http://vinland.nkschools.org/contact-us: HTTPError; Error fetching http://vinland.nkschools.org/contactus: HTTPError; Error fetching http://vinland.nkschools.org/directory: HTTPError
http://www.nsd.org/kenmore,Home - Kenmore Elementary,425-408-4800; 425-408-4810; 425-408-4802; 425-408-4806,http://www.nsd.org/kenmore,Error fetching http://www.nsd.org/our-school/administration: HTTPError; Error fetching http://www.nsd.org/our-school/school-directory: HTTPError; Error fetching http://www.nsd.org/contact-us: HTTPError; Error fetching http://www.nsd.org/contactus: HTTPError; Error fetching http://www.nsd.org/directory: ReadTimeout
http://www.nsd.org/sas,Home - Secondary Academy for Success,Not found,,Error fetching http://www.nsd.org/our-school/administration: HTTPError; Error fetching http://www.nsd.org/our-school/school-directory: HTTPError; Error fetching http://www.nsd.org/contact-us: HTTPError; Error fetching http://www.nsd.org/contactus: HTTPError
http://avanti.osd.wednet.edu/,Home - Avanti High School,(360) 596-7900; (360) 596-7901; (360) 596-7702; (360) 999-0067,http://avanti.osd.wednet.edu/; http://avanti.osd.wednet.edu/our_school/about; http://avanti.osd.wednet.edu/staff_directory,Error fetching http://avanti.osd.wednet.edu/contact: HTTPError; Error fetching http://avanti.osd.wednet.edu/contact-us: HTTPError; Error fetching http://avanti.osd.wednet.edu/contactus: HTTPError; Error fetching http://avanti.osd.wednet.edu/directory: HTTPError; Error fetching http://avanti.osd.wednet.edu/staff: HTTPError; Error fetching http://avanti.osd.wednet.edu/about: HTTPError
http://www.ortingschools.org,Home - Orting School District,Not found,,Error fetching http://www.ortingschools.org/contact: HTTPError; Error fetching http://www.ortingschools.org/contact-us: HTTPError; Error fetching http://www.ortingschools.org/contactus: HTTPError; Error fetching http://www.ortingschools.org/directory: HTTPError
http://www.ptschools.org,Client Challenge,Not found,,
http://www.ptschools.org/schools/ocean,Client Challenge,Not found,,
http://www.rentonschools.us/rentonhs,,Not found,,Homepage error: HTTPError: 404 Client Error: Not Found for url: https://www.rentonschools.us/rentonhs
http://www.rentonschools.us/talbothill,,Not found,,Homepage error: HTTPError: 404 Client Error: Not Found for url: https://www.rentonschools.us/talbothill
http://www.ridgefieldsd.org,Client Challenge,Not found,,
http://www.ridgefieldsd.org/o/wra,Client Challenge,Not found,,
http://shs.sno.wednet.edu/,Home - Snohomish High School,360-563-4000; 360-563-4195; 360-563- 7285; 360-563-7308; 360-563-7229; 360-563-7282; 425-388-3540; 360-563-7263; 360-563-7375; 360-217-0587; (360) 563-7280; 1-800-322-2588; 360-725-6068; 360-725-6162; 1-866-297-2597; 800-421-3481; 360-563-7363,http://shs.sno.wednet.edu/; http://shs.sno.wednet.edu/our-school/about-snohomish-high-school; http://shs.sno.wednet.edu/our-school/2026-replacement-levies; http://shs.sno.wednet.edu/our-school/student-parentguardian-handbook-district; http://shs.sno.wednet.edu/departments/athletics/coaches-contact-information; http://shs.sno.wednet.edu/resources/district-approved-community-fliers; http://shs.sno.wednet.edu/resources/office-of-the-education-ombuds-oeo,Error fetching http://shs.sno.wednet.edu/contact: HTTPError; Error fetching http://shs.sno.wednet.edu/contact-us: HTTPError; Error fetching http://shs.sno.wednet.edu/contactus: HTTPError; Error fetching http://shs.sno.wednet.edu/directory: HTTPError
http://tukwila.tukwilaschools.org/,Home - Tukwila Elementary School,Not found,,Error fetching http://tukwila.tukwilaschools.org/contact: HTTPError; Error fetching http://tukwila.tukwilaschools.org/contact-us: HTTPError; Error fetching http://tukwila.tukwilaschools.org/contactus: HTTPError; Error fetching http://tukwila.tukwilaschools.org/directory: HTTPError
http://www.toppenish.wednet.edu/Domain/142,,Not found,,Homepage error: HTTPError: 404 Client Error: Not Found for url: https://www.toppenish.wednet.edu/Domain/142
http://www.toppenish.wednet.edu/Domain/109,,Not found,,Homepage error: HTTPError: 404 Client Error: Not Found for url: https://www.toppenish.wednet.edu/Domain/109
http://www.touchet.k12.wa.us,Client Challenge,Not found,,
http://nvi.upsd83.org,Narrows View Intermediate - Home,(253) 566-5630; (253) 566-5634; (253) 566-5600,http://nvi.upsd83.org; https://nvi.upsd83.org/8920; http://nvi.upsd83.org/10210_2; http://nvi.upsd83.org/3323_1; http://nvi.upsd83.org/21179_2; http://nvi.upsd83.org/8920_1,Error fetching http://nvi.upsd83.org/contact: HTTPError; Error fetching http://nvi.upsd83.org/contact-us: HTTPError; Error fetching http://nvi.upsd83.org/contactus: HTTPError; Error fetching http://nvi.upsd83.org/directory: HTTPError; Error fetching http://nvi.upsd83.org/staff: HTTPError
http://sp.upsd83.org,Sunset Primary - Home,(253) 566-5640; (253) 566-5642; (253) 566-5600,http://sp.upsd83.org; https://sp.upsd83.org/8917; http://sp.upsd83.org/10167_2; http://sp.upsd83.org/10169_2; http://sp.upsd83.org/3313_1; http://sp.upsd83.org/21176_2; http://sp.upsd83.org/8917_1,Error fetching http://sp.upsd83.org/contact: HTTPError; Error fetching http://sp.upsd83.org/contact-us: HTTPError; Error fetching http://sp.upsd83.org/contactus: HTTPError; Error fetching http://sp.upsd83.org/directory: HTTPError
http://www.cva.org,CVA | Columbia Virtual Academy,Not found,,Error fetching http://www.cva.org/directory: HTTPError; Error fetching http://www.cva.org/about: HTTPError
http://gaiser.vansd.org,Gaiser Middle School – Home of the Grizzlies,360-313-3400; 360-313-3422; 360-313-3404; 360-313-3401,https://gaiser.vansd.org/directory-and-staff/; http://gaiser.vansd.org/directory,Error fetching http://gaiser.vansd.org/contact-us: HTTPError; Error fetching http://gaiser.vansd.org/contactus: HTTPError
http://mac.vansd.org,McLoughlin Middle School – Home of the Pioneers,360-313-3611; 360-313-3601; 360-313-3600; 360-313-3619; 360-313-5400; 360-313-1401; 360-901-4269; 360-313-3612; 360-313-3622,http://mac.vansd.org; http://mac.vansd.org; https://mac.vansd.org/directory-and-staff/; http://mac.vansd.org/directory-and-staff/; http://mac.vansd.org/directory,Error fetching http://mac.vansd.org/contact-us: HTTPError; Error fetching http://mac.vansd.org/contactus: HTTPError
